FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,AddressLine3,RatingDate/_xsi:nil,AddressLine4,RightToReply
54547,122989,Aldi,Retailers - supermarkets/hypermarkets,7840,Castle Street,Tyldesley,M29 8EW,5,fhrs_5_en-GB,2014-02-05,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.47139100000000,53.51479900000000,Manchester,,,
433418,303105,Aldi,Retailers - supermarkets/hypermarkets,7840,Scot Lane,Newtown,WN5 0TQ,5,fhrs_5_en-GB,2012-06-22,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.65249800000000,53.54059900000000,Wigan,,,
943565,324612,Aldi Stores Ltd,Retailers - other,4613,Leighbrook Way,Leigh,WN7 5AR,5,fhrs_5_en-GB,2017-01-11,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,0,0,FHRS,False,,,,,,
1251059,369654,Alectrofag Desserts & Convenience Store,Retailers - other,4613,60 Standishgate,Wigan,WN1 1UW,AwaitingInspection,fhrs_awaitinginspection_en-GB,,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,,,,FHRS,False,-2.63029770000000,53.54858910000000,,true,,
1172548,359713,Alexanders Coffee Shop,Restaurant/Cafe/Canteen,1,School Lane,Haigh,WN2 1PE,4,fhrs_4_en-GB,2019-07-30,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,10,FHRS,False,-2.60972000000000,53.57327200000000,Wigan,,,
54892,123789,Alexandra Grange And Court,School/college/university,7845,Howard Street,Pemberton,WN5 8BD,5,fhrs_5_en-GB,2019-03-06,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.67907700000000,53.53529100000000,"Wigan, Wigan",,,
1200667,362591,Alfreddo,Takeaway/sandwich shop,7844,14 Woodhouse Drive,Wigan,WN6 7NT,2,fhrs_2_en-GB,2019-08-07,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,15,10,FHRS,False,-2.65995311737061,53.55712509155270,,,,
485123,311617,Ali Baba,Takeaway/sandwich shop,7844,7 Railway Road,Leigh,WN7 4AA,1,fhrs_1_en-GB,2019-03-04,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,5,20,FHRS,False,-2.52070900000000,53.49674300000000,,,,
782753,323672,Alison's Restaurant,Takeaway/sandwich shop,7844,Worthington Street,Hindley,WN2 3AR,3,fhrs_3_en-GB,2019-08-13,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,10,10,FHRS,False,-2.57807400000000,53.53614500000000,Wigan,,,
1080903,330277,All Hail the Burger,Restaurant/Cafe/Canteen,1,117 Chapel Street,Leigh,WN7 2AL,5,fhrs_5_en-GB,2018-10-24,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.50446800000000,53.49369400000000,,,,
1078086,353904,All or Muffin,Restaurant/Cafe/Canteen,1,1 Albion Street,Leigh,WN7 4LZ,5,fhrs_5_en-GB,2018-09-07,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,5,5,FHRS,False,-2.51632600000000,53.49586300000000,,,,
53454,120415,All Saints Catholic Club,Pub/bar/nightclub,7843,High Street,Golborne,WA3 3BG,5,fhrs_5_en-GB,2018-05-10,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,0,0,FHRS,False,-2.59812400000000,53.47488900000000,Warrington,,,
98404,310034,All Saints Nursery,School/college/university,7845,Hazel Grove,Golborne,WA3 3LU,4,fhrs_4_en-GB,2020-01-14,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,0,10,FHRS,False,-2.59214700000000,53.47631200000000,Wigan,,,
98403,310032,All Saints Wraparound Care,School/college/university,7845,Hazel Grove,Golborne,WA3 3LU,5,fhrs_5_en-GB,2018-02-12,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,0,5,FHRS,False,-2.59214700000000,53.47631200000000,Wigan,,,
930026,324539,All You Knead,Restaurant/Cafe/Canteen,1,Haigh Woodland Park,School Lane,WN2 1PE,5,fhrs_5_en-GB,2016-11-10,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.60971999168396,53.57327270507810,Haigh,,Wigan,
1216466,366002,Almond Brook All Stars Nursery,Hospitals/Childcare/Caring Premises,5,234 Almond Brook Road,Standish,WN6 0SS,5,fhrs_5_en-GB,2020-02-10,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,5,5,FHRS,False,-2.68029500000000,53.58868400000000,Wigan,,,
99194,312990,Alpla (UK) Limited,Restaurant/Cafe/Canteen,1,Yew Tree Way,Stone Cross Park,WA3 3JD,4,fhrs_4_en-GB,2019-08-07,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,5,5,FHRS,False,-2.59080400000000,53.46964000000000,"Golborne, Warrington",,,
1078085,353890,Al's Fried Chicken,Takeaway/sandwich shop,7844,41-43 Market Street,Hindley,WN2 3AE,3,fhrs_3_en-GB,2020-02-26,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,10,10,FHRS,False,-2.57703100000000,53.53598000000000,Wigan,,,
56203,126990,AM to PM,Retailers - other,4613,130-134 Gidlow Lane,Wigan,WN6 7EA,5,fhrs_5_en-GB,2018-03-14,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,5,0,FHRS,False,-2.64326100000000,53.55142600000000,,,,
44725,108400,AM To PM Convenience Store,Retailers - other,4613,43-47 Windsor Road,Golborne,WA3 3LB,5,fhrs_5_en-GB,2020-02-21,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.58714200000000,53.47609400000000,Warrington,,,
98604,310918,Amans,Takeaway/sandwich shop,7844,239 Church Lane,Lowton,WA3 2RZ,1,fhrs_1_en-GB,2019-02-25,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,15,10,20,FHRS,False,-2.57959300000000,53.47389300000000,Warrington,,,
1213914,365775,Amans Worsley,Restaurant/Cafe/Canteen,1,184 Chaddock Lane,Worsley,M28 1DN,AwaitingInspection,fhrs_awaitinginspection_en-GB,,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,,,,FHRS,False,-2.43207610000000,53.50461070000000,Astley,true,,
254856,121231,Ambleside Bank Care Centre,Hospitals/Childcare/Caring Premises,5,High Street,Ince,WN3 4RL,5,fhrs_5_en-GB,2019-09-16,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,0,5,FHRS,False,-2.61489800000000,53.53874900000000,Wigan,,,
106477,370,Ambrose Day Nursery,Hospitals/Childcare/Caring Premises,5,1 Ambrose Avenue,Leigh,WN7 5HY,2,fhrs_2_en-GB,2019-04-18,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,15,5,10,FHRS,False,-2.52612000000000,53.51618900000000,,,,
1253055,369933,Amelia's Bakes,Restaurant/Cafe/Canteen,1,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,,,,FHRS,False,,,,true,,
55364,124941,Ancliffe,Hospitals/Childcare/Caring Premises,5,Warrington Road,Newtown,WN3 6QA,4,fhrs_4_en-GB,2020-02-21,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,10,FHRS,False,-2.65423800000000,53.52916500000000,Wigan,,,
98887,311999,Anderton Arms,Restaurant/Cafe/Canteen,1,82 Ince Green Lane,Ince,WN2 2DG,5,fhrs_5_en-GB,2018-04-23,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,5,0,FHRS,False,-2.60792600000000,53.54081600000000,Wigan,,,
1261742,370987,Anderton's,Takeaway/sandwich shop,7844,Anderton Street,Ince,WN2 2BG,AwaitingInspection,fhrs_awaitinginspection_en-GB,,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,,,,FHRS,False,-2.60980000000000,53.54313400000000,Wigan,true,,
99061,312598,Andy's Chippy,Takeaway/sandwich shop,7844,49 Walthew Lane,Platt Bridge,WN2 5AL,5,fhrs_5_en-GB,2018-11-29,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.59873900000000,53.52072800000000,Wigan,,,
1212081,365458,Andy's Kitchen,Retailers - other,4613,158 Warrington Road,Wigan,WN5 9AL,5,fhrs_5_en-GB,2019-11-28,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.65234400000000,53.53746300000000,,,,
1158285,358665,Angelo's Takeaway,Takeaway/sandwich shop,7844,235 Chapel Street,Leigh,WN7 2AP,3,fhrs_3_en-GB,2020-03-16,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,10,10,FHRS,False,-2.49978100000000,53.49249100000000,,,,
1078084,353887,Anika Indian Takeaway,Takeaway/sandwich shop,7844,46 Wigan Lane,Wigan,WN1 1XS,1,fhrs_1_en-GB,2019-08-19,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,15,15,20,FHRS,False,-2.62802200000000,53.55281900000000,,,,
1108782,348603,Annie's Bakery,Restaurant/Cafe/Canteen,1,,,,5,fhrs_5_en-GB,2019-02-25,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,0,0,FHRS,False,,,,,,
1227943,367405,Apex Health & Fitness Cafe,Restaurant/Cafe/Canteen,1,22 Lowe Mill Lane,Hindley,WN2 3AF,AwaitingInspection,fhrs_awaitinginspection_en-GB,,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,,,,FHRS,False,-2.57689600000000,53.53499040000000,Wigan,true,,
1200707,364357,Apexcs Children's Services,Hospitals/Childcare/Caring Premises,5,100 Soughers Lane,Ashton-In-Makerfield,WN4 0JT,AwaitingInspection,fhrs_awaitinginspection_en-GB,,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,,,,FHRS,False,-2.65552540000000,53.50508410000000,Wigan,true,,
54802,123577,Appleby Court Nursing Home,Hospitals/Childcare/Caring Premises,5,Ellesmere Road,Wigan,WN5 9LA,5,fhrs_5_en-GB,2019-06-03,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.66654100000000,53.53641300000000,,,,
99289,313290,Applewood Farm Pub Restaurant,Restaurant/Cafe/Canteen,1,Astley Park Way,Worsley,M28 1FJ,5,fhrs_5_en-GB,2019-05-08,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.40996800000000,53.50077000000000,Manchester,,,
830666,323538,Appy Little Plums Day Nursery Ltd,Hospitals/Childcare/Caring Premises,5,Alma Street,Leigh,WN7 5JL,5,fhrs_5_en-GB,2019-08-22,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.52666200000000,53.51127900000000,,,,
1015157,341693,Aquasnax Sandwich Bar,Restaurant/Cafe/Canteen,1,Coal Pit Lane,Atherton,M46 0FY,5,fhrs_5_en-GB,2019-05-23,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.50327301025391,53.52764129638670,Manchester,,,
1136210,358531,Aramark @ St John Rigby College,School/college/university,7845,Gathurst Road,Orrell,WN5 0LJ,5,fhrs_5_en-GB,2019-07-02,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.69789700000000,53.55396000000000,Wigan,,,
1041336,347069,ARG Food & Wine,Retailers - other,4613,140 Hardybutts,Wigan,WN1 3NE,5,fhrs_5_en-GB,2018-03-10,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,0,0,FHRS,False,-2.61756300000000,53.54463100000000,,,,
876840,324479,Aroma,Takeaway/sandwich shop,7844,113 High Street,Golborne,WA3 3TG,3,fhrs_3_en-GB,2019-02-25,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,10,10,FHRS,False,-2.59577100000000,53.47797500000000,Warrington,,,
1108772,138363,Arrangements by Alex,Mobile caterer,7846,,,,5,fhrs_5_en-GB,2019-03-08,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,0,0,FHRS,False,,,,,,
1158279,355573,As Sweet as Honey Cakes and Balloons,Restaurant/Cafe/Canteen,1,1g Brown Street North,Leigh,WN7 1BU,5,fhrs_5_en-GB,2019-06-21,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,5,0,FHRS,False,-2.51296210000000,53.49632820000000,,,,
722634,313448,Asda,Retailers - supermarkets/hypermarkets,7840,Bolton Road,Atherton,M46 9TH,5,fhrs_5_en-GB,2018-04-25,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,0,5,FHRS,False,,,Manchester,,,
99348,313489,Asda,Retailers - supermarkets/hypermarkets,7840,Ladies Lane,Hindley,WN2 2QA,5,fhrs_5_en-GB,2019-11-14,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.57647700000000,53.53845500000000,Wigan,,,
254841,313624,Asda,Retailers - supermarkets/hypermarkets,7840,Leigh Road,Leigh,WN7 1QP,4,fhrs_4_en-GB,2012-01-25,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,0,5,FHRS,False,-2.51935500000000,53.49946400000000,,,,
254881,313488,Asda,Retailers - supermarkets/hypermarkets,7840,Worthington Way,Wigan,WN3 6XA,5,fhrs_5_en-GB,2018-02-27,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,0,0,FHRS,False,-2.65295400000000,53.52020100000000,,,,
55230,124666,Asda Hypermarket,Retailers - supermarkets/hypermarkets,7840,Soho Street,Newtown,WN5 0XA,5,fhrs_5_en-GB,2018-10-11,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.65089400000000,53.54324100000000,"Wigan, Wigan",,,
671624,121424,Asda Supercentre,Retailers - supermarkets/hypermarkets,7840,Atherleigh Way,Leigh,WN7 5RZ,5,fhrs_5_en-GB,2014-05-08,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,5,5,FHRS,False,-2.52506300000000,53.50385200000000,,,,
53431,120359,Asda Superstore (Golborne),Retailers - supermarkets/hypermarkets,7840,Edge Green Lane,Golborne,WA3 3RW,5,fhrs_5_en-GB,2018-04-27,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,0,0,0,FHRS,False,-2.60538600000000,53.48123500000000,Warrington,,,
1130470,349837,Ash Newsagents,Retailers - other,4613,124-126 Warrington Road,Leigh,WN7 3XF,5,fhrs_5_en-GB,2019-04-06,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,5,0,5,FHRS,False,-2.49981140000000,53.48879530000000,,,,
660562,314812,Ash Tree House,Hospitals/Childcare/Caring Premises,5,Warwick Drive,Hindley,WN2 4DT,3,fhrs_3_en-GB,2019-08-19,434,Wigan,http://www.wigan.gov.uk/,comm@wigan.gov.uk,10,10,10,FHRS,False,-2.56396007537842,53.53560256958010,Wigan,,,
