FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine2,AddressLine3,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,AddressLine1,RatingDate/_xsi:nil,AddressLine4,RightToReply
865985,B12HSH2SAN/24,2 U Food Limited MV63 AUJ,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-04-25,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,To You Food,,,
735841,B12HSH2SAN/14,2 U Food Limited MV63 AUM,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-03-14,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1096203,B12HSH2SAN/45,2 U Food Limited YF18 SVX,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-12-13,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,0,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1096204,B12HSH2SAN/46,2 U Food Limited YH68 NNU,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-12-13,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,5,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1096201,B12HSH2SAN/43,2 U Food Limited YH68 NNV,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-12-13,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,5,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1096202,B12HSH2SAN/44,2 U Food Limited YH68 NPV,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-12-13,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,5,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
768746,B12HSH2SAN/22,2 U Food Limited YJ15 DCX,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-07-11,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,0,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
865986,B12HSH2SAN/26,2 U Food Limited YJ16 BFX,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-04-24,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,To You Food,,,
865987,B12HSH2SAN/27,2 U Food Limited YJ16 BGE,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-04-25,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
916967,B12HSH2SAN/30,2 U Food Limited YJ16 BJF,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-10-24,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
972603,B12HSH2SAN/34,2 U Food Limited YJ17 DWG,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2017-05-16,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
972601,B12HSH2SAN/31,2 U Food Limited YJ17 DWK,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2017-05-16,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
972602,B12HSH2SAN/32,2 U Food Limited YJ17 DWY,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2017-05-16,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1027340,B12HSH2SAN/33,2 U Food Limited YJ17 DWZ,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2017-05-16,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1131034,B12GSH2SAN/1,2 U Food Limited YJ17 ECF,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-04-24,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1028312,B12HSH2SAN/35,2 U Food Limited YJ17 LLK,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-01-23,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,0,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
735849,B12HSH2SAN/8,2 U Food Limited YJ64 NVD,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-01-23,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,0,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
916966,B12HSH2SAN/29,2 U Food Limited YJ66 CJE,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2016-09-23,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1028314,B12HSH2SAN/38,2 U Food Limited YJ67 CJO,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-01-18,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,0,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1028313,B12HSH2SAN/36,2 U Food Limited YJ67 CRZ (Plate 46),Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-05-28,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,0,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1027341,B12HSH2SAN/37,2 U Food Limited YJ67 CSF,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-01-18,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,0,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1131035,B12GSH2SAN/2,2 U Food Limited YL68 VXD,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-04-25,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
735847,B12HSH2SAN/5,2 U Food Limited YN12 BXH,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-01-18,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,5,0,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1076639,B12HSH2SAN/42,2 U Food Limted  YJ17 LLC (Plate 45),Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-05-28,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,0,0,FHRS,False,-2.77073400000000,53.49197600000000,To You Food,,,
1178850,B12GSH2SAN/5,2 U Food Ltd YB19 XKP,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-09-10,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1178847,B121SH2SAN/1,2 U Food Ltd YB19 XKS,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-09-10,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1178849,B12GSH2SAN/4,2 U Food Ltd YF19 RWW,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-09-10,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1178848,B12GSH2SAN/3,2 U Food Ltd YF19 RWX,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-09-10,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1050747,B12HSH2SAN/40,2 U Food Ltd YG18 YBN,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-04-18,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,0,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1050748,B12HSH2SAN/41,2 U Food Ltd YG18 YBO,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-04-18,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,0,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1050746,B12HSH2SAN/39,2 U Food Ltd YG18 YBS,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2018-04-18,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,0,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1212213,B12GSH2SAN/8,2 U Food Ltd YK69 NPJ,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-11-28,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
941421,B12HSH2SAN/25,2 U Food MV63 AUH,Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,AwaitingInspection,fhrs_awaitinginspection_en-GB,,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,,,,FHRS,False,-2.77073400000000,53.49197600000000,To You Food,true,,
1207901,B12GSH2SAN/7,2U Food (YJ65 CFY),Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-10-24,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
1205373,B12GSH2SAN/6,2U Food Ltd (YK69 NPG),Mobile caterer,7846,2 Sandwash Close,Rainford,WA11 8LY,5,fhrs_5_en-GB,2019-10-24,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.77073400000000,53.49197600000000,,,,
196243,B16HSHHARD/1,Abbey Hotel,Pub/bar/nightclub,7843,Hard Lane,Dentons Green,WA10 6TL,5,fhrs_5_en-GB,2019-09-18,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.75720300000000,53.46342500000000,Abbey Hotel,,"St Helens, Merseyside",
196162,Q28HSH16RA/1,Abbeyford Childrens Home,Hospitals/Childcare/Caring Premises,5,16 Rainford Road,Dentons Green,WA10 6BS,5,fhrs_5_en-GB,2019-06-17,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,5,5,FHRS,False,-2.75852800000000,53.46339900000000,,,"St Helens, Merseyside",
781464,A47GSHWARR/2,Ace of Hearts Filling Station,Retailers - other,4613,Warrington Road,Bold Heath,WA8 3XN,5,fhrs_5_en-GB,2018-08-01,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.68092800000000,53.39581200000000,Ace Of Hearts Garage,,,
1253819,B19HSH113L/5,Ackies,Takeaway/sandwich shop,7844,113 Leach Lane,Sutton Leach,WA9 4PS,AwaitingInspection,fhrs_awaitinginspection_en-GB,,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,,,,FHRS,False,-2.71014500000000,53.42810000000000,Ackies Takeaway,true,,
197113,R17HSHMILL/2,Adamstan House Nursing Home,Hospitals/Childcare/Caring Premises,5,Mill Lane,Sutton Leach,WA9 4HG,5,fhrs_5_en-GB,2019-10-01,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.71610600000000,53.42634900000000,Adamstan House Nursing Home,,"St Helens, Merseyside",
1050756,M01HSH12-1/1,Admiral,Other catering premises,7841,12-14 Westfield Street,St Helens,WA10 1QF,5,fhrs_5_en-GB,2017-07-06,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.73931310000000,53.45371570000000,,,,
196190,B17HSHCITY/1,Age UK Mid-Mersey Trading Ltd,Restaurant/Cafe/Canteen,1,City Road,St Helens,WA10 2UE,4,fhrs_4_en-GB,2019-10-01,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,10,FHRS,False,-2.74375700000000,53.46288000000000,"The Mansion House, Victoria Pa",,,
1109358,B12GSHPENN/1,Aimia Foods (Mobile),Mobile caterer,7846,Penny Lane,Haydock,WA11 0QZ,5,fhrs_5_en-GB,2019-02-26,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,0,0,0,FHRS,False,-2.64268510000000,53.47029870000000,Aimia Foods,,,
196892,B18HSHPENN/2,AIMIA Foods Canteen,Restaurant/Cafe/Canteen,1,Penny Lane,Haydock,WA11 0QZ,5,fhrs_5_en-GB,2019-10-10,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.64269600000000,53.47027100000000,AIMIA Foods,,,
1090401,M99GSH4STM/2,Air Factory,Other catering premises,7841,4 St Michaels Road,Sutton Manor,WA9 4WZ,3,fhrs_3_en-GB,2018-11-20,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,10,10,10,FHRS,False,-2.73649470000000,53.41666820000000,,,,
912120,B02HSH479W/2,Ajmeer Tandoori,Takeaway/sandwich shop,7844,479 Warrington Road,Rainhill,L35 4LL,4,fhrs_4_en-GB,2019-09-17,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,10,5,FHRS,False,-2.77000400000000,53.41755400000000,Ajmeer Tandoori,,,
196524,A47GSH1ROB/1,AKL Convenience Store,Retailers - other,4613,1 Robins Lane,St Helens,WA9 3NF,5,fhrs_5_en-GB,2017-06-14,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.71975800000000,53.43765200000000,,,,
618869,A41GSHCLOC/1,Aldi,Retailers - supermarkets/hypermarkets,7840,Clock Face Road,Clock Face,WA9 4LE,5,fhrs_5_en-GB,2019-05-15,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.71877500000000,53.42222500000000,Clock Face Shopping Parade,,,
196157,A41GSH8BRA/1,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,8 Branchway,Haydock,WA11 0QW,5,fhrs_5_en-GB,2020-01-08,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.66771900000000,53.46646700000000,,,"St Helens, Merseyside",
1157626,A45GSHSTHE/2,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,St Helens Retail Park,St Helens,WA9 1JJ,5,fhrs_5_en-GB,2019-07-01,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,0,FHRS,False,-2.72767710685730,53.45001602172850,Aldi Stores Ltd,,,
768734,A45GSH7HIG/1,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,7 Highpoint,St Helens,WA10 1QT,5,fhrs_5_en-GB,2018-05-22,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,0,0,FHRS,False,,,Aldi Supermarket,,,
196929,R17H**WARG/1,Alexandra Nursing Home,Hospitals/Childcare/Caring Premises,5,Wargrave Road,Newton Le Willows,WA12 8RP,4,fhrs_4_en-GB,2019-07-04,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,10,5,FHRS,False,-2.62938000000000,53.44597400000000,,,"St Helens, Merseyside",
902300,B18HSHPRES/3,Alexandra Park Staff Canteen,Restaurant/Cafe/Canteen,1,Prescot Road,St Helens,WA10 3TT,5,fhrs_5_en-GB,2019-06-04,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.74193200000000,53.45063100000000,"Pilkington Group Head Office, Alexandra Park",,,
693768,B17HSHBOLD/1,Algrante's,Restaurant/Cafe/Canteen,1,Bold Lane,Bold,WA9 4TX,5,fhrs_5_en-GB,2018-04-26,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.68156000000000,53.43435300000000,22 Bold Business Centre,,,
1198699,B17HSH10FO/1,Algrante's Coffee Shop,Restaurant/Cafe/Canteen,1,10 Four Acre Lane,Clock Face,WA9 4LG,5,fhrs_5_en-GB,2019-10-15,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.72076290000000,53.42149230000000,,,,
1071083,A47GSH1WEE/1,Ali Omar Stop N Shop,Retailers - other,4613,1 Weedon Avenue,Newton Le Willows,WA12 0LD,3,fhrs_3_en-GB,2018-07-31,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,10,10,10,FHRS,False,-2.63529230000000,53.46085350000000,,,,
681920,A47GSH50BR/1,All In One Express,Retailers - other,4613,50 Bridge Street,St Helens,WA10 1NW,3,fhrs_3_en-GB,2018-06-06,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,10,10,10,FHRS,False,-2.73882400000000,53.45201700000000,,,,
1051858,B09HSH30TR/2,All Seasons Cakes,Other catering premises,7841,,,,4,fhrs_4_en-GB,2018-05-14,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,10,5,5,FHRS,False,,,,,,
196857,P21H**GASK/1,Allanson Street School,School/college/university,7845,Gaskell Street,St Helens,WA9 1PL,5,fhrs_5_en-GB,2019-09-06,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.71403400000000,53.44816800000000,Allanson Street Primary School,,Merseyside,
482274,B17HSH10ST/1,Amanda's,Restaurant/Cafe/Canteen,1,10 Station Road,Ashton In Makerfield,WN4 0SA,4,fhrs_4_en-GB,2020-02-25,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,10,FHRS,False,-2.67277600000000,53.48901800000000,,,,
618879,B17HSH369H/3,Amanda's @ The T House,Restaurant/Cafe/Canteen,1,369 Haydock Lane,Haydock,WA11 9UY,5,fhrs_5_en-GB,2018-11-15,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.66755100000000,53.47495300000000,"The T House, Tyrone House",,,
707252,B01HSH61HI/1,Amans,Restaurant/Cafe/Canteen,1,61 High Street,Newton Le Willows,WA12 9SL,5,fhrs_5_en-GB,2019-01-23,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.61960700000000,53.45721600000000,,,,
196994,Q28HSH8892/1,Amberley Court Care Home,Hospitals/Childcare/Caring Premises,5,88/92 Stoney Lane,Rainhill,L35 9JZ,4,fhrs_4_en-GB,2019-12-02,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,10,5,FHRS,False,-2.77812800000000,53.41586600000000,,,St Helens,
977659,B17HSH51-5/1,Anatolia Grill,Restaurant/Cafe/Canteen,1,51-53 Duke Street,St Helens,WA10 2JF,5,fhrs_5_en-GB,2019-06-19,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.74195790290833,53.45559310913090,,,,
1083909,B09GSH2CRO/1,Ancient Grains,Other catering premises,7841,,,,5,fhrs_5_en-GB,2018-09-25,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,,,,,,
1207903,B19HSH41HA/3,Andie's,Takeaway/sandwich shop,7844,41 Hammond Street,St Helens,WA9 1PZ,5,fhrs_5_en-GB,2019-11-22,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.71432600000000,53.44765300000000,,,,
196776,B19HSH38HA/1,Appetites,Other catering premises,7841,38 Hall Street,St Helens,WA10 1DL,5,fhrs_5_en-GB,2019-11-19,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.73270300000000,53.45247700000000,,,,
1016005,F50HSHCATC/1,Apres Tree Bar at Rainford's Christmas Trees,Restaurant/Cafe/Canteen,1,Catchdale Moss Lane,Eccleston,WA10 5QG,5,fhrs_5_en-GB,2019-10-24,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.79617905616760,53.46551895141600,Catchdale Moss Farm,,,
196807,B10HSH1PHO/1,Aramark,Other catering premises,7841,1 Phoenix Brow,St Helens,WA9 1SA,5,fhrs_5_en-GB,2019-12-04,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.72791700000000,53.45264100000000,"Aramark, Salisbury House",,,
196828,B19HSH22MA/1,Arcadia Food,Takeaway/sandwich shop,7844,22 Market Street,Newton Le Willows,WA12 9AN,4,fhrs_4_en-GB,2020-01-29,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,10,5,FHRS,False,-2.64099300000000,53.45222200000000,,,,
196765,B17HSH136H/1,Ariete,Restaurant/Cafe/Canteen,1,136 High Street,Newton Le Willows,WA12 9SG,2,fhrs_2_en-GB,2020-03-10,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,10,15,10,FHRS,False,-2.62221700000000,53.45854200000000,,,"St Helens, Merseyside",
196401,B18HSHPARA/1,Arriva St Helens,Restaurant/Cafe/Canteen,1,Parade Street,St Helens,WA10 1LX,5,fhrs_5_en-GB,2018-01-10,421,St Helens,http://www.sthelens.gov.uk,environmentalhealth@sthelens.gov.uk,5,5,5,FHRS,False,-2.73310400000000,53.45390400000000,2 Catapult Too,,,
