FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores/Hygiene,Scores/Structural,Scores/ConfidenceInManagement,SchemeType,NewRatingPending,Geocode/Longitude,Geocode/Latitude,RatingDate/_xsi:nil
796407,PI/100047255,Active Citizens Wirral Association,Other catering premises,7841,Wirral Change @ St Laurence's School,St Laurence Drive,Birkenhead,Wirral,CH41 3JD,1,fhrs_1_en-GB,2020-03-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,20,FHRS,False,-3.02663500000000,53.39376200000000,
914811,PI/000129234,Adams and Russell,Retailers - other,4613,8 Appin Road,Tranmere,Wirral,Merseyside,CH41 9HH,5,fhrs_5_en-GB,2018-10-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,5,5,FHRS,False,-3.02097600000000,53.38537900000000,
905697,PI/000128625,Admiral,Other catering premises,7841,23 Liscard Way,Liscard,Wirral,Merseyside,CH44 5TL,Exempt,fhrs_exempt_en-GB,2019-04-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.04427100000000,53.41937100000000,
975272,PI/000064453,Adult Learning,Other catering premises,7841,Mentally Handicapped Home,7 Lingdale Road,West Kirby,Wirral,CH48 5DG,Exempt,fhrs_exempt_en-GB,2017-05-24,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.18726301193237,53.37440109252930,
394801,PI/000129696,Age UK Wirral,Hospitals/Childcare/Caring Premises,5,"Age UK Wirral, Devonshire Resource Centre",141 Park Road North,Birkenhead,Wirral,CH41 0DD,3,fhrs_3_en-GB,2020-01-14,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,5,10,FHRS,False,-3.05158400535583,53.39678955078120,
1197279,PI/010011805,AJs Tea Rooms and Gin Bar,Restaurant/Cafe/Canteen,1,129a Telegraph Road,Heswall,Wirral,Merseyside,CH60 0AF,5,fhrs_5_en-GB,2019-10-02,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.09856890000000,53.32800360000000,
914818,PI/100047258,Akbor's,Restaurant/Cafe/Canteen,1,226 Hoylake Road,Moreton,Wirral,Merseyside,CH46 6AD,3,fhrs_3_en-GB,2019-07-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.11321000000000,53.40121100000000,
394108,PI/000007930,Alam Balti House,Restaurant/Cafe/Canteen,1,184 Bebington Road,Bebington,Wirral,Merseyside,CH63 7NX,4,fhrs_4_en-GB,2019-10-14,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.00379900000000,53.35632900000000,
546904,PI/000151268,Albany Bowling Club,Restaurant/Cafe/Canteen,1,Southdale Road,Rock Ferry,Wirral,Merseyside,CH42 3XW,3,fhrs_3_en-GB,2019-01-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.01766900000000,53.37344300000000,
395757,PI/100042292,Albion Guest House,Hotel/bed & breakfast/guest house,7842,41 Albion Street,New Brighton,Wirral,Merseyside,CH45 9LE,5,fhrs_5_en-GB,2019-08-19,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.04574800000000,53.43662700000000,
394986,PI/100007036,Alderley Lawn Tennis Club,Pub/bar/nightclub,7843,Ethelbert Road,Meols,Wirral,Merseyside,CH47 5AD,4,fhrs_4_en-GB,2018-04-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,10,FHRS,False,-3.16717300000000,53.39994100000000,
505342,PI/100040779,Aldi,Retailers - supermarkets/hypermarkets,7840,4 Bridge Road,West Kirby,Wirral,Merseyside,CH48 5EX,5,fhrs_5_en-GB,2018-08-23,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-3.18158900000000,53.37579800000000,
839610,PI/100012588,Aldi,Retailers - supermarkets/hypermarkets,7840,9 May Road,Heswall,Wirral,Merseyside,CH60 5RA,5,fhrs_5_en-GB,2018-11-02,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-3.09737400000000,53.32940000000000,
395363,PI/100036731,Aldi,Retailers - supermarkets/hypermarkets,7840,Aldi,Prenton,Wirral,,CH42 8PG,5,fhrs_5_en-GB,2019-08-20,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,0,FHRS,False,-3.04959392547607,53.37340927124020,
878563,PI/100047668,Aldi,Retailers - supermarkets/hypermarkets,7840,Aldi,Bidston Moss,Leasowe,,CH44 2HE,5,fhrs_5_en-GB,2019-05-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,0,FHRS,False,-3.07299494743347,53.41164016723630,
839608,PI/000126769,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,144 Bebington Road,Port Sunlight,Wirral,Merseyside,CH62 5BJ,5,fhrs_5_en-GB,2018-11-09,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,5,0,FHRS,False,-3.00093500000000,53.35852800000000,
839613,PI/100040619,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,17-21 Hoylake Road,Moreton,Wirral,Merseyside,CH46 9PD,5,fhrs_5_en-GB,2018-11-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.10129600000000,53.40348800000000,
394367,PI/000062201,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,69 Laird Street,Birkenhead,Wirral,Merseyside,CH41 8DB,5,fhrs_5_en-GB,2018-08-08,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.04644393920898,53.39818191528320,
1013200,PI/010004927,Aldi Stores Ltd,Retailers - supermarkets/hypermarkets,7840,Port Causeway,Bromborough,Wirral,Merseyside,CH62 4SQ,5,fhrs_5_en-GB,2017-09-29,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-2.98060393333435,53.34799194335940,
394384,PI/000067218,Alex Pizza,Takeaway/sandwich shop,7844,4 Mallaby Street,Birkenhead,Wirral,Merseyside,CH41 8DF,5,fhrs_5_en-GB,2018-03-14,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.05017900000000,53.39839400000000,
395480,PI/100038981,Alexandra Coffee,Takeaway/sandwich shop,7844,CP11 Birkenhead Market,Grange Precinct,Birkenhead,,CH41 2YW,5,fhrs_5_en-GB,2019-02-14,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.02357888221741,53.39049148559570,
831100,PI/100038984,Ali's Balti,Takeaway/sandwich shop,7844,155 Laird Street,Birkenhead,Wirral,Merseyside,CH41 0AA,3,fhrs_3_en-GB,2018-08-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,5,10,FHRS,False,-3.05094300000000,53.39948300000000,
569907,PI/100044931,Ali's Kebab Pizza House,Takeaway/sandwich shop,7844,67 Market Street,Hoylake,Wirral,Merseyside,CH47 2BH,1,fhrs_1_en-GB,2018-11-21,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,20,10,20,FHRS,False,-3.17561900000000,53.39424000000000,
1093161,PI/010008824,All Occasions Cakes,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2018-11-19,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,,,
631736,PI/100007268,Allandale Abbeyfield,Hospitals/Childcare/Caring Premises,5,Farr Hall Road,Heswall,Wirral,Merseyside,CH60 4SD,5,fhrs_5_en-GB,2018-08-15,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-3.10500600000000,53.32489800000000,
1109069,PI/010008352,Allandale Care Group,Hospitals/Childcare/Caring Premises,5,94 Irby Road,Heswall,Wirral,Merseyside,CH61 6XG,5,fhrs_5_en-GB,2020-01-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,-3.10653800000000,53.33882600000000,
394063,PI/000003149,Alley Cats,Restaurant/Cafe/Canteen,1,37 Argyle Street,Birkenhead,Wirral,Merseyside,CH41 6AB,5,fhrs_5_en-GB,2018-10-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.01791000000000,53.39171600000000,
546763,PI/000002174,Allport Road Post Office & Newsagent,Retailers - other,4613,158 Allport Road,Bromborough,Wirral,Merseyside,CH62 6BB,5,fhrs_5_en-GB,2017-05-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-2.98464000000000,53.32233900000000,
975298,PI/100040194,Allport Wines,Retailers - other,4613,124 Allport Road,Bromborough,Wirral,Merseyside,CH62 6AQ,5,fhrs_5_en-GB,2017-05-22,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-2.98241710662842,53.32295989990230,
1013210,PI/010005397,Alo Pho,Restaurant/Cafe/Canteen,1,1 Town Lane,Higher Bebington,Wirral,Merseyside,CH63 5JB,3,fhrs_3_en-GB,2018-10-17,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,10,FHRS,False,-3.01103200000000,53.36165200000000,
831102,PI/100047249,Alpha Homes,Hospitals/Childcare/Caring Premises,5,Alpha Court,Leasowe Road,Wallasey Village,Wirral,CH45 8QR,5,fhrs_5_en-GB,2020-03-06,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,-3.07005500000000,53.42268500000000,
831104,PI/100047251,Alpha Homes,Hospitals/Childcare/Caring Premises,5,Alpha Homes,The Limes,Upton,,CH49 6PN,5,fhrs_5_en-GB,2020-01-30,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,0,FHRS,False,-3.10351991653442,53.38710784912110,
831105,PI/100047252,Alpha Homes,Hospitals/Childcare/Caring Premises,5,Gerard Corr House,Penkett Road,Liscard,Wirral,CH45 7QF,5,fhrs_5_en-GB,2019-02-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,0,FHRS,False,-3.03611400000000,53.42489000000000,
831133,PI/100047736,Alpha Homes,Hospitals/Childcare/Caring Premises,5,Manour House,Oteley Avenue,Bromborough,Wirral,CH62 7JN,5,fhrs_5_en-GB,2018-10-03,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,5,5,FHRS,False,-2.98139100000000,53.33059900000000,
831106,PI/100047253,Alpha Homes,Hospitals/Childcare/Caring Premises,5,Oaklands,11 Plymyard Avenue,Plymyard Avenue,Bromborough,CH62 6EL,5,fhrs_5_en-GB,2018-10-04,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,-2.98397300000000,53.32080700000000,
831097,PI/100010874,Alpha Homes,Hospitals/Childcare/Caring Premises,5,The Court,Kirket Lane,Bebington,Wirral,CH63 3HX,5,fhrs_5_en-GB,2019-06-25,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,0,FHRS,False,-3.00641100000000,53.34798200000000,
1250374,PI/010013516,Al's Pizza,Takeaway/sandwich shop,7844,176 Bedford Road,Rock Ferry,Wirral,,CH42 2AT,AwaitingInspection,fhrs_awaitinginspection_en-GB,,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.00973880000000,53.37244940000000,true
395081,PI/100015445,Alternative Futures,Hospitals/Childcare/Caring Premises,5,,,,,,Exempt,fhrs_exempt_en-GB,2018-10-15,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,,,
692463,PI/100045641,Amara,Restaurant/Cafe/Canteen,1,265-267 Wallasey Village,Wallasey Village,Wirral,Merseyside,CH45 3LR,5,fhrs_5_en-GB,2017-11-09,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.06762400000000,53.42713900000000,
989567,PI/000059741,Ambal News and Wine,Retailers - other,4613,Ambal News and Wine,Egremont,Wirral,,CH44 0BZ,4,fhrs_4_en-GB,2017-07-18,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.02970004081726,53.42100143432620,
1021738,PI/010005518,Amber's Cake Kitchen,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2017-11-15,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,,,
394291,PI/000045808,Amir Balti House,Takeaway/sandwich shop,7844,26 Grange Road West,Birkenhead,Wirral,Merseyside,CH41 4DA,3,fhrs_3_en-GB,2019-03-13,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.03246500000000,53.38917300000000,
395671,PI/100041109,Amy's Cake Design,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2017-11-01,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,5,FHRS,False,,,
394554,PI/000090362,Anchorage Nursing Home,Hospitals/Childcare/Caring Premises,5,17 Queens Road,Hoylake,Wirral,Merseyside,CH47 2AQ,3,fhrs_3_en-GB,2019-06-05,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,5,10,FHRS,False,-3.18352900000000,53.39316400000000,
1197282,PI/100048088,Andre's,Restaurant/Cafe/Canteen,1,136 - 140 Banks Road,West Kirby,Wirral,,CH48 0RF,3,fhrs_3_en-GB,2019-09-30,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.18362307548523,53.36894607543950,
1224719,PI/000124877,Angel Bakes,Other catering premises,7841,,,,,,5,fhrs_5_en-GB,2020-02-04,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,0,0,FHRS,False,,,
764686,PI/100047302,Angelinas,Restaurant/Cafe/Canteen,1,17-21 Woodside Business Park,Shore Road,Birkenhead,Wirral,CH41 1EP,3,fhrs_3_en-GB,2018-10-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,10,10,FHRS,False,-3.01186300000000,53.39611700000000,
945915,PI/010004955,Apple Blossom Court,Hospitals/Childcare/Caring Premises,5,1 Falkland Road,Egremont,Wirral,Merseyside,CH44 8EN,4,fhrs_4_en-GB,2019-07-09,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.02697800000000,53.41675300000000,
395546,PI/100039894,Apple House,Hospitals/Childcare/Caring Premises,5,40 Ford Road,Upton,Wirral,Merseyside,CH49 OTF,5,fhrs_5_en-GB,2019-01-10,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,5,5,FHRS,False,-3.08950688000000,53.38480720000000,
1087703,PI/010005074,Aramark,Restaurant/Cafe/Canteen,1,Wirral Metropolitan College Oval Campus,Old Chester Road,Higher Bebington,Wirral,CH63 7LH,5,fhrs_5_en-GB,2018-10-16,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-3.00774598121643,53.36061859130860,
1098203,PI/010009080,Argos Ltd,Retailers - other,4613,342a Woodchurch Road,Prenton,Wirral,Merseyside,CH42 8PQ,Exempt,fhrs_exempt_en-GB,2019-01-09,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.04512700000000,53.37390700000000,
914831,PI/100048359,Argyle News,Retailers - other,4613,31 Argyle Street,Birkenhead,Wirral,Merseyside,CH41 6AA,3,fhrs_3_en-GB,2018-09-25,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,10,FHRS,False,-3.01743900000000,53.39278900000000,
743623,PI/100046442,Argyle Pizza,Takeaway/sandwich shop,7844,Argyle Pizza,Birkenhead,Wirral,,CH41 5FD,4,fhrs_4_en-GB,2020-01-07,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,10,FHRS,False,-3.01958799362183,53.38960647583010,
394526,PI/000086821,Argyll And Sutherland Highlander Inn,Pub/bar/nightclub,7843,162 Plymyard Avenue,Eastham,Wirral,Merseyside,CH62 8EH,4,fhrs_4_en-GB,2018-09-12,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,10,10,FHRS,False,-2.97628500000000,53.31081200000000,
1002513,PI/010005414,Armadillo,Restaurant/Cafe/Canteen,1,18 Bebington Road,Tranmere,Wirral,Merseyside,CH42 6PU,4,fhrs_4_en-GB,2018-07-18,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,5,FHRS,False,-3.02499800000000,53.37378500000000,
395775,PI/100042712,Aroma,Restaurant/Cafe/Canteen,1,Aroma,Irby,Wirral,,CH61 3UE,5,fhrs_5_en-GB,2018-04-30,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.11721491813660,53.35256958007810,
692424,PI/000003879,Arrowe Park Golf Club,Pub/bar/nightclub,7843,"1st flr, Red Rooms",Arrowe Country Park,Arrowe Park Road,Woodchurch,CH49 5LN,5,fhrs_5_en-GB,2018-11-13,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,0,0,FHRS,False,-3.08919200000000,53.36892000000000,
394831,PI/000149123,Arrowe Park Hospital Annabelles Coffee Shop,Restaurant/Cafe/Canteen,1,Arrowe Park Road,Woodchurch,Wirral,Merseyside,CH49 5PE,5,fhrs_5_en-GB,2019-11-04,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,,,,FHRS,False,-3.09546399116516,53.37084960937500,
394920,PI/100000688,Arrowe Park Hospital Lite Bites,Retailers - other,4613,Arrowe Park Road,Woodchurch,Wirral,Merseyside,CH49 5PE,5,fhrs_5_en-GB,2020-03-02,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.09546399116516,53.37084960937500,
394919,PI/100000687,Arrowe Park Hotel,Pub/bar/nightclub,7843,Arrowe Park Road,Woodchurch,Wirral,Merseyside,CH49 5LN,5,fhrs_5_en-GB,2018-06-27,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.08919200000000,53.36892000000000,
547021,PI/100044686,Arrowe Stores,Retailers - other,4613,43 Fleetcroft Road,Woodchurch,Wirral,Merseyside,CH49 5LZ,4,fhrs_4_en-GB,2017-08-04,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,10,5,5,FHRS,False,-3.09046100000000,53.37094800000000,
394529,PI/000087499,"As ""U"" Like It",Takeaway/sandwich shop,7844,96 Poulton Road,Poulton,Wirral,Merseyside,CH44 9DH,4,fhrs_4_en-GB,2019-04-08,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,10,5,FHRS,False,-3.02980300000000,53.41222500000000,
395712,PI/100041553,Asda,Retailers - supermarkets/hypermarkets,7840,222 Grange Road,Birkenhead,Wirral,Merseyside,CH41 6ED,5,fhrs_5_en-GB,2019-09-25,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,5,5,FHRS,False,-3.02163500000000,53.39029100000000,
569880,PI/100042233,Asda,Retailers - supermarkets/hypermarkets,7840,5 Stanley Road,Birkenhead,Wirral,Merseyside,CH41 7BG,5,fhrs_5_en-GB,2018-08-24,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,0,5,0,FHRS,False,-3.06019600000000,53.40324000000000,
394603,PI/000099665,Asda,Retailers - supermarkets/hypermarkets,7840,Seaview Road,Liscard,Wirral,Merseyside,CH45 4NZ,5,fhrs_5_en-GB,2018-07-30,435,Wirral,http://www.wirral.gov.uk,environmentalhealth@wirral.gov.uk,5,5,5,FHRS,False,-3.04918700000000,53.42531500000000,
